T26,Population employed in research and development (R&D),,,,,
40,Austria,2017,R & D personnel: Other supporting staff - total (number in full-time equivalent),5133,Do not correspond exactly to Frascati Manual recommendations.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
40,Austria,2017,R & D personnel: Other supporting staff - women (number in full-time equivalent),2239,Do not correspond exactly to Frascati Manual recommendations.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
40,Austria,2018,R & D personnel: Total (number in full-time equivalent),81534,Estimate.;Do not correspond exactly to Frascati Manual recommendations.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
40,Austria,2018,R & D personnel: Researchers - total (number in full-time equivalent),50975,Estimate.;Do not correspond exactly to Frascati Manual recommendations.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
31,Azerbaijan,2005,R & D personnel: Total (number in full-time equivalent),18164,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
31,Azerbaijan,2005,R & D personnel: Researchers - total (number in full-time equivalent),11603,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
31,Azerbaijan,2005,R & D personnel: Researchers - women (number in full-time equivalent),6056,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
31,Azerbaijan,2005,R & D personnel: Technicians - total (number in full-time equivalent),1825,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
31,Azerbaijan,2005,R & D personnel: Other supporting staff - total (number in full-time equivalent),3086,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
31,Azerbaijan,2010,R & D personnel: Total (number in full-time equivalent),17924,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
31,Azerbaijan,2010,R & D personnel: Researchers - total (number in full-time equivalent),11037,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
31,Azerbaijan,2010,R & D personnel: Researchers - women (number in full-time equivalent),6101,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
31,Azerbaijan,2010,R & D personnel: Technicians - total (number in full-time equivalent),1819,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
31,Azerbaijan,2010,R & D personnel: Technicians - women (number in full-time equivalent),1087,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
31,Azerbaijan,2010,R & D personnel: Other supporting staff - total (number in full-time equivalent),3531,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
31,Azerbaijan,2010,R & D personnel: Other supporting staff - women (number in full-time equivalent),1866,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
31,Azerbaijan,2015,R & D personnel: Total (number in full-time equivalent),23093,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
31,Azerbaijan,2015,R & D personnel: Researchers - total (number in full-time equivalent),16137,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
31,Azerbaijan,2015,R & D personnel: Researchers - women (number in full-time equivalent),8849,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
31,Azerbaijan,2015,R & D personnel: Technicians - total (number in full-time equivalent),1881,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
31,Azerbaijan,2015,R & D personnel: Technicians - women (number in full-time equivalent),1005,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
31,Azerbaijan,2015,R & D personnel: Other supporting staff - total (number in full-time equivalent),2571,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
31,Azerbaijan,2015,R & D personnel: Other supporting staff - women (number in full-time equivalent),1378,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
31,Azerbaijan,2018,R & D personnel: Total (number in full-time equivalent),20179,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
31,Azerbaijan,2018,R & D personnel: Researchers - total (number in full-time equivalent),14412,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
31,Azerbaijan,2018,R & D personnel: Researchers - women (number in full-time equivalent),8441,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
31,Azerbaijan,2018,R & D personnel: Technicians - total (number in full-time equivalent),1771,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
31,Azerbaijan,2018,R & D personnel: Technicians - women (number in full-time equivalent),983,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
31,Azerbaijan,2018,R & D personnel: Other supporting staff - total (number in full-time equivalent),2309,Head count instead of Full-time equivalent.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed June 2020."
